file_name,WS,Ag,A80,Rp0.2,Rm,s,u,SB,SW,SR,MR,KEA,GSA,BFA,Grat
DP800_05mm_u15_SB040_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.4,45,0.05,0.02,13.33,29.17,57.5,3.33
DP800_05mm_u15_SB040_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.4,55,0.02,0.02,11.38,32.52,56.1,0.81
DP800_05mm_u15_SB040_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.4,55,0.035,0.02,12.3,29.51,58.2,2.46
DP800_05mm_u15_SB040_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.4,55,0.05,0.02,13.45,36.13,50.42,1.68
DP800_05mm_u15_SB040_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.4,65,0.02,0.02,10.66,31.15,58.2,0.82
DP800_05mm_u15_SB040_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.4,65,0.035,0.02,12.2,34.15,53.66,0.81
DP800_05mm_u15_SB040_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.4,65,0.05,0.02,14.17,30.0,55.83,1.67
DP800_05mm_u15_SB040_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.4,75,0.02,0.02,11.48,30.33,58.2,0.0
DP800_05mm_u15_SB040_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.4,75,0.035,0.02,12.2,28.46,59.35,2.44
DP800_05mm_u15_SB040_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.4,75,0.05,0.02,13.33,32.5,54.17,1.67
DP800_05mm_u15_SB050_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.5,45,0.02,0.02,11.38,28.46,60.16,2.44
DP800_05mm_u15_SB050_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.5,45,0.035,0.02,12.3,32.79,54.92,2.46
DP800_05mm_u15_SB050_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.5,45,0.05,0.02,13.33,30.83,55.83,1.67
DP800_05mm_u15_SB050_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.5,55,0.02,0.02,12.0,32.8,55.2,2.4
DP800_05mm_u15_SB050_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.5,55,0.035,0.02,12.3,31.97,55.74,1.64
DP800_05mm_u15_SB050_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.5,55,0.05,0.02,14.17,31.67,54.17,1.67
DP800_05mm_u15_SB050_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.5,65,0.02,0.02,11.38,27.64,60.98,0.81
DP800_05mm_u15_SB050_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.5,65,0.035,0.02,11.48,34.43,54.1,2.46
DP800_05mm_u15_SB050_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.5,65,0.05,0.02,14.17,30.83,55.0,0.83
DP800_05mm_u15_SB050_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.5,75,0.02,0.02,12.2,31.71,56.1,2.44
DP800_05mm_u15_SB050_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.5,75,0.035,0.02,13.01,29.27,57.72,0.81
DP800_05mm_u15_SB050_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.5,75,0.05,0.02,14.29,27.73,57.98,2.52
DP800_15mm_u10_SB010_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.1,45,0.035,0.02,2.95,46.38,50.67,0.27
DP800_15mm_u10_SB010_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.1,45,0.05,0.02,3.21,47.59,49.2,0.53
DP800_15mm_u10_SB010_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.1,55,0.02,0.02,2.41,56.3,41.29,0.8
DP800_15mm_u10_SB010_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.1,55,0.035,0.02,2.41,55.88,41.71,0.8
DP800_15mm_u10_SB010_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.1,55,0.05,0.02,2.41,58.29,39.3,0.53
DP800_15mm_u10_SB010_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.1,65,0.035,0.02,1.61,65.95,32.44,0.0
DP800_15mm_u10_SB010_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.1,65,0.05,0.02,1.88,65.95,32.17,0.54
DP800_15mm_u10_SB010_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.1,75,0.02,0.02,1.61,70.24,28.15,0.27
DP800_15mm_u10_SB010_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.1,75,0.035,0.02,1.6,68.45,29.95,0.27
DP800_15mm_u10_SB010_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.1,75,0.05,0.02,1.34,70.51,28.15,0.0
DP800_15mm_u10_SB020_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.2,45,0.02,0.02,4.01,43.05,52.94,0.0
DP800_15mm_u10_SB020_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.2,45,0.035,0.02,3.75,43.16,53.08,0.54
DP800_15mm_u10_SB020_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.2,45,0.05,0.02,4.28,45.19,50.53,1.07
DP800_15mm_u10_SB020_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.2,55,0.02,0.02,3.74,48.13,48.13,0.0
DP800_15mm_u10_SB020_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.2,55,0.035,0.02,3.74,47.33,48.93,0.0
DP800_15mm_u10_SB020_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.2,55,0.05,0.02,3.75,49.33,46.92,1.34
DP800_15mm_u10_SB020_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.2,65,0.02,0.02,3.22,52.28,44.5,0.54
DP800_15mm_u10_SB020_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.2,65,0.035,0.02,3.49,49.33,47.18,0.54
DP800_15mm_u10_SB020_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.2,65,0.05,0.02,3.74,50.0,46.26,0.0
DP800_15mm_u10_SB020_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.2,75,0.02,0.02,3.22,53.62,43.16,0.27
DP800_15mm_u10_SB020_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.2,75,0.035,0.02,3.49,51.74,44.77,0.54
DP800_15mm_u10_SB020_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.2,75,0.05,0.02,3.49,53.35,43.16,1.07
DP800_15mm_u10_SB030_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.3,45,0.02,0.02,4.56,36.73,58.71,0.27
DP800_15mm_u10_SB030_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.3,45,0.05,0.02,4.83,38.34,56.84,0.8
DP800_15mm_u10_SB030_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.3,55,0.02,0.02,4.29,40.75,54.96,0.8
DP800_15mm_u10_SB030_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.3,55,0.035,0.02,4.56,38.87,56.57,0.0
DP800_15mm_u10_SB030_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.3,55,0.05,0.02,4.81,38.24,56.95,0.0
DP800_15mm_u10_SB030_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.3,65,0.02,0.02,4.02,41.02,54.96,0.54
DP800_15mm_u10_SB030_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.3,65,0.035,0.02,4.28,40.37,55.35,0.0
DP800_15mm_u10_SB030_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.3,65,0.05,0.02,4.56,42.09,53.35,0.8
DP800_15mm_u10_SB030_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.3,75,0.02,0.02,3.75,43.16,53.08,0.0
DP800_15mm_u10_SB030_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.3,75,0.035,0.02,4.29,41.29,54.42,0.0
DP800_15mm_u10_SB030_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.3,75,0.05,0.02,4.55,39.3,56.15,0.0
DP800_15mm_u10_SB040_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.4,45,0.02,0.02,5.09,32.71,62.2,0.27
DP800_15mm_u10_SB040_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.4,45,0.035,0.02,5.35,31.28,63.37,0.53
DP800_15mm_u10_SB040_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.4,45,0.05,0.02,5.63,34.58,59.79,0.54
DP800_15mm_u10_SB040_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.4,55,0.02,0.02,4.83,32.71,62.47,0.0
DP800_15mm_u10_SB040_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.4,55,0.035,0.02,5.35,31.82,62.83,0.27
DP800_15mm_u10_SB040_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.4,55,0.05,0.02,5.36,34.05,60.59,0.0
DP800_15mm_u10_SB040_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.4,65,0.02,0.02,5.08,32.62,62.3,1.6
DP800_15mm_u10_SB040_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.4,65,0.035,0.02,5.08,33.96,60.96,0.0
DP800_15mm_u10_SB040_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.4,65,0.05,0.02,5.35,34.22,60.43,0.53
DP800_15mm_u10_SB040_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.4,75,0.02,0.02,5.09,33.78,61.13,0.54
DP800_15mm_u10_SB040_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.4,75,0.035,0.02,5.09,35.12,59.79,0.0
DP800_15mm_u10_SB040_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.4,75,0.05,0.02,5.35,37.17,57.49,0.0
DP800_15mm_u10_SB050_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.5,45,0.02,0.02,5.9,31.64,62.47,0.8
DP800_15mm_u10_SB050_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.5,45,0.035,0.02,6.17,31.64,62.2,0.8
DP800_15mm_u10_SB050_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.5,45,0.05,0.02,6.42,32.89,60.7,0.0
DP800_15mm_u10_SB050_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.5,55,0.02,0.02,5.88,28.07,66.04,0.0
DP800_15mm_u10_SB050_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.5,55,0.035,0.02,6.15,32.09,61.76,0.0
DP800_15mm_u10_SB050_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.5,55,0.05,0.02,6.42,33.16,60.43,0.0
DP800_15mm_u10_SB050_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.5,65,0.02,0.02,5.63,29.49,64.88,0.27
DP800_15mm_u10_SB050_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.5,65,0.035,0.02,6.15,31.55,62.3,0.0
DP800_15mm_u10_SB050_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.5,65,0.05,0.02,6.17,33.78,60.05,0.8
DP800_15mm_u10_SB050_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.5,75,0.02,0.02,5.88,29.41,64.71,0.53
DP800_15mm_u10_SB050_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,10,0.5,75,0.035,0.02,5.88,29.95,64.17,0.53
DP800_15mm_u10_SB050_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,10,0.5,75,0.05,0.02,6.17,30.83,63.0,0.8
DP800_15mm_u15_SB010_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.1,45,0.02,0.02,3.49,51.47,45.04,0.8
DP800_15mm_u15_SB010_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.1,45,0.035,0.02,3.74,52.94,43.32,0.8
DP800_15mm_u15_SB010_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.1,45,0.05,0.02,3.75,53.08,43.16,1.07
DP800_15mm_u15_SB010_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.1,55,0.035,0.02,2.41,62.2,35.39,2.41
DP800_15mm_u15_SB010_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.1,55,0.05,0.02,2.68,64.88,32.44,1.07
DP800_15mm_u15_SB010_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.1,65,0.02,0.02,2.14,70.32,27.54,5.61
DP800_15mm_u15_SB020_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.2,45,0.02,0.02,4.55,44.92,50.53,0.0
DP800_15mm_u15_SB020_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.2,45,0.035,0.02,4.83,45.84,49.33,0.54
DP800_15mm_u15_SB020_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.2,45,0.05,0.02,5.09,46.11,48.79,0.27
DP800_15mm_u15_SB020_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.2,55,0.02,0.02,4.28,49.73,45.99,0.0
DP800_15mm_u15_SB020_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.2,55,0.035,0.02,4.28,50.0,45.72,1.07
DP800_15mm_u15_SB020_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.2,55,0.05,0.02,4.56,52.55,42.9,1.07
DP800_15mm_u15_SB020_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.2,65,0.02,0.02,3.75,54.69,41.55,0.54
DP800_15mm_u15_SB020_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.2,65,0.035,0.02,3.75,54.69,41.55,0.27
DP800_15mm_u15_SB020_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.2,65,0.05,0.02,4.02,55.23,40.75,0.27
DP800_15mm_u15_SB020_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.2,75,0.02,0.02,4.02,51.74,44.24,0.54
DP800_15mm_u15_SB020_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.2,75,0.035,0.02,3.75,53.62,42.63,0.27
DP800_15mm_u15_SB020_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.2,75,0.05,0.02,4.01,52.14,43.85,0.0
DP800_15mm_u15_SB030_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.3,45,0.02,0.02,5.35,36.63,58.02,0.0
DP800_15mm_u15_SB030_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.3,45,0.035,0.02,5.63,35.66,58.71,0.0
DP800_15mm_u15_SB030_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.3,45,0.05,0.02,5.9,36.73,57.37,0.0
DP800_15mm_u15_SB030_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.3,55,0.02,0.02,4.83,37.8,57.37,0.27
DP800_15mm_u15_SB030_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.3,55,0.035,0.02,5.35,36.9,57.75,0.53
DP800_15mm_u15_SB030_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.3,55,0.05,0.02,5.36,38.34,56.3,0.27
DP800_15mm_u15_SB030_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.3,65,0.02,0.02,4.83,39.14,56.03,0.27
DP800_15mm_u15_SB030_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.3,65,0.035,0.02,4.83,39.68,55.5,0.27
DP800_15mm_u15_SB030_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.3,65,0.05,0.02,5.35,39.57,55.08,0.8
DP800_15mm_u15_SB030_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.3,75,0.02,0.02,4.56,39.68,55.76,0.54
DP800_15mm_u15_SB030_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.3,75,0.035,0.02,5.08,40.37,54.55,0.0
DP800_15mm_u15_SB030_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.3,75,0.05,0.02,5.09,41.55,53.35,0.27
DP800_15mm_u15_SB040_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.4,45,0.02,0.02,6.15,31.28,62.57,0.0
DP800_15mm_u15_SB040_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.4,45,0.035,0.02,6.42,30.48,63.1,0.0
DP800_15mm_u15_SB040_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.4,45,0.05,0.02,6.7,31.1,62.2,0.8
DP800_15mm_u15_SB040_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.4,55,0.02,0.02,6.15,30.48,63.37,0.53
DP800_15mm_u15_SB040_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.4,55,0.035,0.02,6.43,31.37,62.2,1.07
DP800_15mm_u15_SB040_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.4,55,0.05,0.02,6.95,32.35,60.7,0.0
DP800_15mm_u15_SB040_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.4,65,0.02,0.02,5.9,31.64,62.47,0.27
DP800_15mm_u15_SB040_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.4,65,0.035,0.02,6.17,30.56,63.27,0.8
DP800_15mm_u15_SB040_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.4,65,0.05,0.02,6.68,31.28,62.03,0.53
DP800_15mm_u15_SB040_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.4,75,0.02,0.02,5.9,30.03,64.08,0.27
DP800_15mm_u15_SB040_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.4,75,0.035,0.02,6.43,32.71,60.86,0.54
DP800_15mm_u15_SB040_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.4,75,0.05,0.02,6.42,32.09,61.5,0.0
DP800_15mm_u15_SB050_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.5,45,0.02,0.02,6.7,26.27,67.02,0.27
DP800_15mm_u15_SB050_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.5,45,0.035,0.02,6.97,29.22,63.81,0.0
DP800_15mm_u15_SB050_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.5,45,0.05,0.02,7.51,29.49,63.0,0.54
DP800_15mm_u15_SB050_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.5,55,0.02,0.02,6.97,28.95,64.08,0.27
DP800_15mm_u15_SB050_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.5,55,0.035,0.02,6.97,27.35,65.68,0.27
DP800_15mm_u15_SB050_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.5,55,0.05,0.02,7.51,30.29,62.2,0.27
DP800_15mm_u15_SB050_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.5,65,0.02,0.02,6.7,28.15,65.15,0.27
DP800_15mm_u15_SB050_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.5,65,0.035,0.02,7.24,29.49,63.27,0.0
DP800_15mm_u15_SB050_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.5,65,0.05,0.02,7.51,31.37,61.13,0.27
DP800_15mm_u15_SB050_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.5,75,0.02,0.02,6.7,30.29,63.0,0.0
DP800_15mm_u15_SB050_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.5,15,0.5,75,0.035,0.02,7.22,28.34,64.44,0.8
DP800_15mm_u15_SB050_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.5,15,0.5,75,0.05,0.02,7.49,30.48,62.03,0.0
DP800_1mm_u10_SB010_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.1,45,0.02,0.02,4.02,47.79,48.19,0.4
DP800_1mm_u10_SB010_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.1,45,0.035,0.02,4.4,48.4,47.2,0.8
DP800_1mm_u10_SB010_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.1,45,0.05,0.02,4.02,49.8,46.18,1.2
DP800_1mm_u10_SB010_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.1,55,0.02,0.02,3.61,57.83,38.55,0.4
DP800_1mm_u10_SB010_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.1,55,0.035,0.02,3.61,58.63,37.75,0.8
DP800_1mm_u10_SB010_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.1,55,0.05,0.02,3.61,59.44,36.95,0.4
DP800_1mm_u10_SB010_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.1,65,0.02,0.02,2.81,65.06,32.13,0.8
DP800_1mm_u10_SB010_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.1,65,0.035,0.02,2.81,64.66,32.53,0.0
DP800_1mm_u10_SB010_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.1,65,0.05,0.02,2.81,66.27,30.92,0.8
DP800_1mm_u10_SB010_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.1,75,0.02,0.02,2.81,67.07,30.12,1.2
DP800_1mm_u10_SB010_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.1,75,0.035,0.02,2.81,67.07,30.12,0.8
DP800_1mm_u10_SB010_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.1,75,0.05,0.02,2.41,70.28,27.31,0.4
DP800_1mm_u10_SB020_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.2,45,0.02,0.02,5.22,42.17,52.61,0.4
DP800_1mm_u10_SB020_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.2,45,0.05,0.02,5.62,44.18,50.2,0.4
DP800_1mm_u10_SB020_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.2,55,0.02,0.02,4.82,43.37,51.81,0.4
DP800_1mm_u10_SB020_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.2,55,0.035,0.02,5.22,45.78,49.0,0.4
DP800_1mm_u10_SB020_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.2,55,0.05,0.02,5.22,46.59,48.19,0.0
DP800_1mm_u10_SB020_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.2,65,0.02,0.02,4.42,44.58,51.0,0.4
DP800_1mm_u10_SB020_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.2,65,0.035,0.02,4.82,46.18,49.0,0.4
DP800_1mm_u10_SB020_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.2,65,0.05,0.02,4.82,47.79,47.39,0.8
DP800_1mm_u10_SB020_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.2,75,0.02,0.02,4.42,45.78,49.8,0.4
DP800_1mm_u10_SB020_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.2,75,0.035,0.02,4.82,48.19,46.99,1.2
DP800_1mm_u10_SB020_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.2,75,0.05,0.02,4.82,44.58,50.6,0.4
DP800_1mm_u10_SB030_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.3,45,0.02,0.02,6.43,38.15,55.42,0.8
DP800_1mm_u10_SB030_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.3,45,0.035,0.02,6.43,35.34,58.23,0.8
DP800_1mm_u10_SB030_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.3,45,0.05,0.02,7.2,38.4,54.4,0.0
